Année,Pays,Happiness_Index,Global_Rank,Subjective_Index,subjective_rank,Engagement civique,Equilibre travail-vie,Liens sociaux,Logement,Qualité environnementale,Revenu et patrimoine,Santé,Savoirs et compétences,Sécurité,Travail et qualité de l'emploi
2013,Allemagne,0.517673700837981,9.0,0.4887962627004465,6.0,0.0,0.09086632387387511,0.10642120135573811,0.18499640347587076,0.00014197799077714135,0.14733150207334725,0.15149147089352516,,0.18802525104391402,0.13072586929295243
2013,Portugal,0.4775058767983831,10.0,0.33101510044155835,16.0,,0.11812320240171525,0.138963224711143,0.13637943433774138,0.042656243838600165,0.15569516247146797,0.11638442727018958,,0.15568737118268983,0.13611093378645273
2013,Italie,0.4567700411595529,11.0,0.44352393709864685,10.0,0.045377645860701234,0.15144349162449175,0.10627815706216572,0.11292405797557224,0.008187271806893772,0.1251506562667965,0.1788996960459624,,0.13905113532527885,0.13268788803213746
2013,République slovaque,0.4311862232733907,12.0,0.48016980863276226,7.0,,0.1391307934533554,0.14663056765653532,0.13401332245344133,1.696173204541067e-06,0.1191756933667418,0.15139661882830913,,0.16568024353022304,0.1439710645381895
2013,Estonie,0.40962584672045455,13.0,0.4233569042610359,13.0,,0.11984323789887306,0.14153358176400788,0.22808849518102084,0.001132153922534406,0.13557720873784537,0.07113468169110768,,0.13776327012735742,0.16492737067725327
2013,Lettonie,0.3359861026315582,14.0,0.42867432845679543,12.0,,0.20554608669116212,0.19486945914686749,0.20272424971230096,0.002000266767918498,0.12858862682775396,0.04030405643221608,,0.051840788309544264,0.17412646611223667
2013,Grèce,0.2868619296349062,15.0,0.45854561968034685,8.0,,0.07455477915886512,0.17429988030700277,0.0714713528417429,0.024088025935408142,0.1191517672068183,0.3092015637281202,,0.12402358905747804,0.10320904176456452
2013,Lituanie,0.27466847544652856,16.0,0.5716135084760221,2.0,,0.20624574234590762,0.20405917975873503,0.11851005787175188,9.519240597343387e-06,0.2252101563154523,0.0027825046289180334,,0.026339678969465555,0.2168431608691722
2014,Finlande,0.657123476518285,1.0,0.3916666666675,16.0,,,0.10617605612736263,0.1714220834124353,0.10869885794832636,0.14005091527727323,0.13971189101748746,,0.20211131383074057,0.1318288823863744
2014,Pays-Bas,0.6477433519651027,2.0,0.4625042658967402,12.0,,,0.10807874835150608,0.2031008306943453,0.006443801496686438,0.15045788142721905,0.19383690152914654,,0.20827147384186068,0.12981036265923593
2014,Belgique,0.6115875272137177,3.0,0.47235851662314043,11.0,0.20438611717521027,,0.1020634911238678,0.16378672201689912,0.00036842352896842944,0.13109449709455745,0.15060855538866647,,0.1313723621100982,0.1163198315617322
